credit_duration(month),credit_amount,duration_of_current_employment,installment_percent,guarantors,duration_in_current_address,age,concurrent_credits,no_of_credits_at_the_bank,no_of_dependents,telephone,account_type,payment_status_of_previous_loan,loan_purpose,savings_type,marital_status,most_valuable_asset,type_of_apartment,occupation,foreign_worker,label
12,1935,5,4,1,4,43,3,3,1,2,corporate,paid,travel and vacations,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,0
48,10222,4,4,1,3,37,2,1,1,2,corporate,opted to pay,investments for future,savings account,married,real property,one-bedroom apartment,service and sales,no,0
12,1330,2,4,1,1,26,3,1,1,1,entrepreneur,opted to pay,purchase a vehicle,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,0
36,9055,3,2,1,4,35,3,1,2,2,corporate,opted to pay,home repairs,savings account,married,financial assets,studio apartment,skilled trades and technical,no,0
26,7966,2,2,1,3,30,3,2,1,1,current,opted to pay,weddings,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
30,3496,3,4,1,2,34,2,1,2,2,current,active,travel and vacations,certificate of deposit,married,real property,one-bedroom apartment,service and sales,no,0
36,6948,3,2,1,2,35,3,1,1,2,current,opted to pay,weddings,high-yield savings accounts,married,real property,two or multi-bedroom apartment,professional and managerial,no,0
48,12204,3,2,1,2,48,1,1,1,2,current,defaulted,student loan,savings account,married,real property,one-bedroom apartment,professional and managerial,no,0
36,3446,5,4,1,2,42,3,1,2,1,savings,opted to pay,travel and vacations,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
12,684,3,4,1,4,40,3,1,2,1,savings,opted to pay,home repairs,high-yield savings accounts,married,real property,two or multi-bedroom apartment,skilled trades and technical,no,1
33,4281,3,1,1,4,23,3,2,1,1,savings,paid,travel and vacations,money market accounts,divorced,real property,one-bedroom apartment,service and sales,no,1
42,7174,4,4,1,3,30,3,1,1,2,savings,opted to pay,investments for future,savings account,divorced,real property,one-bedroom apartment,professional and managerial,no,1
24,1546,4,4,3,4,24,1,1,1,1,savings,active,investments for future,high-yield savings accounts,married,real property,two or multi-bedroom apartment,skilled trades and technical,no,1
24,2359,1,1,1,1,33,3,1,1,1,savings,opted to pay,travel and vacations,individual retirement accounts,widowed,intellectual property,one-bedroom apartment,service and sales,no,1
24,3621,5,2,1,4,31,3,2,1,1,corporate,opted to pay,investments for future,individual retirement accounts,married,real property,one-bedroom apartment,service and sales,no,1
12,741,1,4,1,3,22,3,1,1,1,savings,opted to pay,emergency medical bills,individual retirement accounts,divorced,intellectual property,one-bedroom apartment,service and sales,no,1
12,7865,5,4,1,4,53,3,1,1,2,savings,opted to pay,travel and vacations,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,1
24,2910,4,2,1,1,34,3,1,1,2,savings,opted to pay,weddings,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,0
18,5302,5,2,1,4,36,3,3,1,2,savings,paid,purchase a vehicle,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,0
36,3620,3,1,3,2,37,3,1,2,1,savings,opted to pay,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
18,3509,4,4,3,1,25,3,1,1,1,savings,opted to pay,investments for future,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,0
12,3017,2,3,1,1,34,3,1,1,1,current,opted to pay,travel and vacations,high-yield savings accounts,divorced,human capital,two or multi-bedroom apartment,professional and managerial,no,0
12,1657,3,2,1,2,27,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,0
8,1164,5,3,1,4,51,1,2,2,2,savings,paid,purchasing a home,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,0
36,6229,2,4,2,4,23,3,2,1,2,savings,paid,travel and vacations,high-yield savings accounts,divorced,financial assets,two or multi-bedroom apartment,skilled trades and technical,no,1
24,1193,1,1,2,4,29,3,2,1,1,savings,active,purchase a vehicle,high-yield savings accounts,divorced,financial assets,two or multi-bedroom apartment,manufacturing and production,no,1
30,4583,3,2,3,2,32,3,2,1,1,savings,defaulted,travel and vacations,high-yield savings accounts,widowed,human capital,one-bedroom apartment,service and sales,no,0
36,5371,3,3,3,2,28,3,2,1,1,savings,paid,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
12,708,3,2,3,3,38,3,1,2,1,savings,opted to pay,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
21,571,5,4,1,4,65,3,2,1,1,savings,paid,purchase a vehicle,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,0
30,2522,5,1,3,3,39,3,1,2,1,savings,opted to pay,investments for future,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
36,5179,4,4,1,2,29,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,1
36,8229,3,2,1,2,26,3,1,2,1,savings,opted to pay,weddings,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,1
24,2028,4,2,1,2,30,3,2,1,1,corporate,paid,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
6,1374,1,4,1,3,75,3,1,1,2,savings,opted to pay,purchase a vehicle,savings account,divorced,intellectual property,one-bedroom apartment,professional and managerial,no,0
12,1289,3,4,3,1,21,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
36,2712,5,2,1,2,41,1,1,2,1,savings,opted to pay,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,1
15,975,3,2,1,3,25,3,2,1,1,savings,paid,travel and vacations,high-yield savings accounts,widowed,intellectual property,one-bedroom apartment,service and sales,no,0
6,1050,1,4,1,1,35,2,2,1,2,current,partly paid,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,professional and managerial,yes,0
6,609,4,4,1,3,37,3,2,1,1,savings,paid,purchase a vehicle,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,service and sales,no,0
48,4788,4,4,1,3,26,3,1,2,1,savings,opted to pay,weddings,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
24,3069,5,4,1,4,30,3,1,1,1,current,opted to pay,travel and vacations,individual retirement accounts,married,financial assets,studio apartment,service and sales,no,0
12,836,2,4,1,2,23,1,1,1,1,current,opted to pay,purchase a vehicle,individual retirement accounts,divorced,intellectual property,one-bedroom apartment,skilled trades and technical,no,1
12,2577,3,2,1,1,42,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,widowed,real property,one-bedroom apartment,service and sales,no,0
12,1620,3,2,2,3,30,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,service and sales,no,0
15,1845,2,4,3,1,46,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,divorced,intellectual property,two or multi-bedroom apartment,service and sales,no,0
24,6579,1,4,1,2,29,3,1,1,2,savings,opted to pay,weddings,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,0
12,1893,3,4,3,4,29,3,1,1,2,savings,opted to pay,purchase a vehicle,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,service and sales,no,0
30,10623,5,3,1,4,38,3,3,2,2,savings,paid,weddings,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,0
18,2249,4,4,1,3,30,3,1,2,2,savings,opted to pay,purchase a vehicle,individual retirement accounts,married,real property,one-bedroom apartment,professional and managerial,no,0
30,3108,2,2,1,4,31,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,widowed,intellectual property,one-bedroom apartment,skilled trades and technical,no,1
12,958,4,2,1,3,47,3,2,2,1,current,paid,purchase a vehicle,high-yield savings accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,0
24,9277,3,2,1,4,48,3,1,1,2,corporate,opted to pay,weddings,savings account,widowed,financial assets,studio apartment,service and sales,no,0
24,6314,1,4,2,2,27,1,2,1,2,corporate,paid,purchasing a home,high-yield savings accounts,married,financial assets,one-bedroom apartment,professional and managerial,no,0
12,1526,5,4,1,4,66,3,2,1,1,savings,paid,weddings,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,0
12,3590,3,2,2,2,29,3,1,2,1,savings,opted to pay,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
24,6615,1,2,1,4,75,3,2,1,2,savings,paid,weddings,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,0
6,1872,1,4,1,4,36,3,3,1,2,savings,paid,travel and vacations,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,0
12,2859,1,4,1,4,38,3,1,1,2,corporate,opted to pay,purchase a vehicle,savings account,married,financial assets,one-bedroom apartment,professional and managerial,no,0
18,1582,5,4,1,4,46,3,2,1,1,corporate,paid,investments for future,certificate of deposit,married,real property,one-bedroom apartment,service and sales,no,0
6,1238,1,4,1,4,36,3,1,2,2,corporate,opted to pay,starting or expanding a business,savings account,married,intellectual property,one-bedroom apartment,professional and managerial,no,0
12,2578,1,3,1,4,55,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,divorced,financial assets,studio apartment,professional and managerial,no,0
15,1433,3,4,1,3,25,3,2,1,1,savings,paid,travel and vacations,high-yield savings accounts,divorced,intellectual property,two or multi-bedroom apartment,service and sales,no,0
42,7882,4,2,3,4,45,3,1,2,1,savings,opted to pay,travel and vacations,high-yield savings accounts,married,intellectual property,studio apartment,service and sales,no,0
24,4169,3,4,1,4,28,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
36,3959,1,4,1,3,30,3,1,1,2,savings,opted to pay,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,professional and managerial,no,0
36,3249,4,2,1,4,39,1,1,2,2,savings,opted to pay,purchase a vehicle,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,0
24,3149,2,4,1,1,22,1,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,0
12,2246,5,3,1,3,60,3,2,1,1,savings,paid,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,1
13,1797,2,3,1,1,28,1,2,1,1,savings,paid,student loan,high-yield savings accounts,married,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
20,4272,5,1,1,4,24,3,2,1,1,savings,paid,travel and vacations,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,service and sales,no,0
24,2957,5,4,1,4,63,3,2,1,2,savings,paid,weddings,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
36,2348,3,3,1,2,46,3,2,1,2,savings,paid,travel and vacations,high-yield savings accounts,single,intellectual property,one-bedroom apartment,service and sales,no,0
42,6289,2,2,1,1,33,3,2,1,1,entrepreneur,defaulted,student loan,high-yield savings accounts,widowed,intellectual property,one-bedroom apartment,service and sales,no,0
24,6419,5,2,1,4,44,3,2,2,2,savings,paid,weddings,high-yield savings accounts,divorced,financial assets,studio apartment,professional and managerial,no,0
48,6143,5,4,1,4,58,2,2,1,1,savings,paid,weddings,high-yield savings accounts,divorced,financial assets,studio apartment,skilled trades and technical,no,1
24,1597,5,4,1,4,54,3,2,2,1,corporate,paid,home repairs,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,0
36,15857,1,2,2,3,43,3,1,1,1,savings,opted to pay,purchasing a home,high-yield savings accounts,widowed,real property,one-bedroom apartment,professional and managerial,no,0
24,2223,5,4,1,4,52,1,2,1,1,corporate,paid,investments for future,individual retirement accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
48,7238,5,3,1,3,32,1,2,2,1,corporate,partly paid,investments for future,savings account,married,real property,one-bedroom apartment,service and sales,no,0
30,2503,5,4,1,2,41,2,2,1,1,current,partly paid,student loan,individual retirement accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
18,2622,3,4,1,4,34,3,1,1,1,current,opted to pay,student loan,individual retirement accounts,married,real property,one-bedroom apartment,service and sales,no,0
24,4351,3,1,1,4,48,3,1,1,2,current,opted to pay,travel and vacations,savings account,divorced,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
6,368,5,4,1,4,38,3,1,1,1,current,opted to pay,investments for future,savings account,married,intellectual property,one-bedroom apartment,service and sales,no,0
12,754,5,4,1,4,38,3,2,1,1,current,opted to pay,starting or expanding a business,savings account,married,intellectual property,one-bedroom apartment,service and sales,no,0
24,2424,5,4,1,4,53,3,2,1,1,corporate,paid,investments for future,savings account,married,intellectual property,one-bedroom apartment,service and sales,no,0
48,6681,3,4,1,4,38,3,1,2,2,current,partly paid,student loan,savings account,married,financial assets,studio apartment,service and sales,no,0
18,2427,5,4,1,2,42,3,2,1,1,current,partly paid,student loan,savings account,married,intellectual property,one-bedroom apartment,service and sales,no,0
24,1216,2,4,1,4,38,1,2,2,1,current,paid,investments for future,individual retirement accounts,married,financial assets,one-bedroom apartment,service and sales,no,1
6,753,3,2,3,3,64,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,0
7,2576,3,2,3,2,35,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,yes,0
6,590,2,3,1,3,26,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,single,human capital,one-bedroom apartment,skilled trades and technical,yes,0
8,1414,3,4,3,2,33,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,yes,0
12,1103,4,4,3,3,29,3,2,1,1,current,opted to pay,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,0
12,585,3,4,2,4,20,3,2,1,1,current,partly paid,investments for future,high-yield savings accounts,single,human capital,two or multi-bedroom apartment,service and sales,no,0
6,1068,5,4,1,4,28,3,1,2,1,current,opted to pay,investments for future,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
8,713,5,4,1,4,47,3,2,1,1,savings,paid,purchase a vehicle,high-yield savings accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,0
12,1092,3,4,3,4,49,3,2,1,2,current,opted to pay,investments for future,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,0
7,2329,2,1,3,1,45,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,0
13,882,2,4,3,4,23,3,2,1,1,current,paid,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,0
18,866,3,4,3,2,25,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,single,human capital,one-bedroom apartment,skilled trades and technical,no,0
7,2415,3,3,3,2,34,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,0
13,2101,2,2,3,4,23,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
18,1301,5,4,3,2,32,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,single,human capital,one-bedroom apartment,skilled trades and technical,no,0
18,1113,3,4,3,4,26,3,1,2,1,current,opted to pay,investments for future,high-yield savings accounts,divorced,human capital,one-bedroom apartment,skilled trades and technical,no,0
8,760,4,4,3,2,44,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,divorced,human capital,one-bedroom apartment,skilled trades and technical,no,0
12,625,2,4,3,1,26,1,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,single,human capital,one-bedroom apartment,skilled trades and technical,no,0
6,1323,5,2,1,4,28,3,2,2,2,entrepreneur,paid,purchase a vehicle,individual retirement accounts,widowed,real property,one-bedroom apartment,service and sales,no,0
9,1138,3,4,1,4,25,3,2,1,1,savings,paid,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,0
18,1795,5,3,3,4,48,1,2,1,2,current,paid,investments for future,high-yield savings accounts,divorced,human capital,two or multi-bedroom apartment,skilled trades and technical,no,0
15,2728,4,4,3,2,35,1,3,1,2,current,paid,investments for future,savings account,married,human capital,one-bedroom apartment,service and sales,no,0
6,484,4,3,3,3,28,1,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,single,human capital,one-bedroom apartment,skilled trades and technical,no,0
10,1048,3,4,1,4,23,2,1,1,1,current,active,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,0
12,1155,5,3,3,3,40,1,2,1,1,current,opted to pay,investments for future,high-yield savings accounts,single,human capital,one-bedroom apartment,skilled trades and technical,no,0
20,7057,4,3,1,4,36,1,2,2,2,current,partly paid,weddings,savings account,married,intellectual property,two or multi-bedroom apartment,professional and managerial,no,0
15,1537,5,4,3,4,50,3,2,1,2,current,paid,investments for future,savings account,married,human capital,one-bedroom apartment,service and sales,no,0
12,2214,3,4,1,3,24,3,1,1,1,savings,opted to pay,investments for future,high-yield savings accounts,married,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
24,1585,4,4,1,3,40,3,2,1,1,corporate,paid,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
10,1521,3,4,1,2,31,3,1,1,1,current,opted to pay,travel and vacations,high-yield savings accounts,widowed,real property,one-bedroom apartment,skilled trades and technical,no,0
36,3990,2,3,1,2,29,1,1,1,1,current,active,emergency medical bills,savings account,divorced,financial assets,one-bedroom apartment,manufacturing and production,no,0
18,3049,2,1,1,1,45,2,1,1,1,entrepreneur,opted to pay,travel and vacations,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
24,1282,3,4,1,2,32,3,1,1,1,savings,opted to pay,investments for future,individual retirement accounts,divorced,real property,one-bedroom apartment,skilled trades and technical,no,1
60,10144,4,2,1,4,21,3,1,1,2,corporate,opted to pay,investments for future,individual retirement accounts,divorced,human capital,one-bedroom apartment,service and sales,no,0
12,1168,3,4,1,3,27,3,1,1,1,savings,opted to pay,purchase a vehicle,high-yield savings accounts,single,human capital,one-bedroom apartment,skilled trades and technical,no,0
6,454,2,3,1,1,22,3,1,1,1,current,opted to pay,consolidating debt,high-yield savings accounts,single,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
15,3594,2,1,1,2,46,3,2,1,1,corporate,partly paid,weddings,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
12,1768,3,3,1,2,24,3,1,1,1,corporate,opted to pay,travel and vacations,high-yield savings accounts,married,human capital,two or multi-bedroom apartment,skilled trades and technical,no,0
60,15653,4,2,1,4,21,3,2,1,2,corporate,partly paid,investments for future,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
12,2247,3,2,1,2,36,2,2,1,2,entrepreneur,partly paid,purchase a vehicle,high-yield savings accounts,divorced,real property,one-bedroom apartment,service and sales,no,0
24,1413,3,4,1,2,28,3,1,1,1,corporate,opted to pay,investments for future,high-yield savings accounts,single,intellectual property,one-bedroom apartment,service and sales,no,0
45,4576,1,3,1,4,27,3,1,1,1,current,paid,weddings,individual retirement accounts,married,real property,one-bedroom apartment,service and sales,no,0
24,1231,5,4,1,4,57,3,2,1,2,savings,paid,investments for future,certificate of deposit,divorced,intellectual property,two or multi-bedroom apartment,professional and managerial,no,0
36,8335,5,3,1,4,47,3,1,1,1,savings,opted to pay,weddings,savings account,married,financial assets,studio apartment,service and sales,no,1
36,5800,3,3,1,4,34,3,2,1,2,current,paid,weddings,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
18,8471,3,1,1,2,23,3,2,1,2,savings,partly paid,home repairs,savings account,divorced,real property,two or multi-bedroom apartment,service and sales,no,0
30,3622,5,4,1,4,57,3,2,1,2,savings,opted to pay,travel and vacations,certificate of deposit,divorced,intellectual property,two or multi-bedroom apartment,service and sales,no,0
6,1169,5,4,1,4,67,3,2,1,2,savings,paid,investments for future,savings account,married,human capital,one-bedroom apartment,service and sales,no,0
15,1262,4,4,1,3,36,3,2,1,2,corporate,opted to pay,emergency medical bills,money market accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
24,3617,5,4,2,4,20,3,2,1,1,entrepreneur,paid,travel and vacations,savings account,married,financial assets,two or multi-bedroom apartment,service and sales,no,0
30,2181,5,4,1,4,36,3,2,1,1,current,paid,purchase a vehicle,savings account,married,human capital,one-bedroom apartment,service and sales,no,0
48,7685,4,2,3,4,37,3,1,1,1,savings,active,student loan,high-yield savings accounts,divorced,real property,two or multi-bedroom apartment,service and sales,no,1
48,6110,3,1,1,3,31,1,1,1,2,corporate,paid,home repairs,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,0
24,3757,5,4,2,4,62,3,1,1,2,corporate,opted to pay,purchase a vehicle,high-yield savings accounts,divorced,financial assets,studio apartment,service and sales,no,0
42,3394,1,4,2,4,65,3,2,1,1,savings,paid,consolidating debt,high-yield savings accounts,married,real property,one-bedroom apartment,manufacturing and production,no,0
36,6304,5,4,1,4,36,3,2,1,1,corporate,paid,student loan,savings account,married,human capital,one-bedroom apartment,service and sales,no,0
9,1244,5,4,1,4,41,3,2,1,1,corporate,paid,home repairs,savings account,divorced,intellectual property,two or multi-bedroom apartment,skilled trades and technical,no,0
6,3518,3,2,3,3,26,3,1,1,1,corporate,opted to pay,purchase a vehicle,high-yield savings accounts,married,intellectual property,two or multi-bedroom apartment,service and sales,no,0
36,2613,3,4,1,2,27,3,2,1,1,corporate,defaulted,consolidating debt,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
48,7476,4,4,1,1,50,3,1,1,2,savings,opted to pay,home repairs,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,0
24,4591,3,2,1,3,54,3,3,1,2,corporate,opted to pay,student loan,certificate of deposit,married,intellectual property,one-bedroom apartment,professional and managerial,no,1
18,1924,2,4,1,3,27,3,1,1,1,current,opted to pay,travel and vacations,savings account,divorced,human capital,two or multi-bedroom apartment,service and sales,no,1
72,5595,3,2,1,2,24,3,1,1,1,current,opted to pay,investments for future,individual retirement accounts,single,real property,one-bedroom apartment,service and sales,no,1
48,6224,5,4,1,4,50,3,1,1,1,current,partly paid,home repairs,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,1
15,1905,5,4,1,4,40,3,1,1,2,entrepreneur,opted to pay,home repairs,high-yield savings accounts,married,real property,two or multi-bedroom apartment,professional and managerial,no,0
21,2993,3,3,1,2,28,2,2,1,1,corporate,partly paid,weddings,high-yield savings accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,0
36,8947,4,3,1,2,31,2,1,2,2,corporate,partly paid,weddings,savings account,married,real property,one-bedroom apartment,professional and managerial,no,0
24,4020,3,2,1,2,27,2,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
18,2779,3,1,1,3,21,3,1,1,2,current,opted to pay,weddings,high-yield savings accounts,single,real property,two or multi-bedroom apartment,service and sales,no,0
21,2782,4,1,1,2,31,1,1,1,1,corporate,opted to pay,purchase a vehicle,money market accounts,divorced,real property,one-bedroom apartment,professional and managerial,no,0
12,1884,5,4,1,4,39,3,1,1,2,corporate,opted to pay,purchase a vehicle,high-yield savings accounts,married,real property,one-bedroom apartment,professional and managerial,no,0
36,11054,3,4,1,2,30,3,1,1,2,corporate,paid,weddings,savings account,married,real property,one-bedroom apartment,professional and managerial,no,0
60,9157,3,2,1,2,27,3,1,1,1,current,partly paid,investments for future,savings account,married,financial assets,studio apartment,professional and managerial,no,0
42,9283,1,1,1,2,55,1,1,1,2,current,active,weddings,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,0
60,6527,3,4,1,4,34,3,1,2,2,corporate,opted to pay,purchase a vehicle,savings account,married,financial assets,studio apartment,service and sales,no,0
15,3368,5,3,1,4,23,3,2,1,2,corporate,paid,weddings,certificate of deposit,married,financial assets,two or multi-bedroom apartment,service and sales,no,0
15,2511,1,1,1,4,23,3,1,1,1,savings,opted to pay,purchase a vehicle,high-yield savings accounts,divorced,real property,two or multi-bedroom apartment,service and sales,no,0
36,5493,5,2,1,4,42,3,1,2,1,savings,opted to pay,weddings,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,0
6,1338,3,1,1,4,62,3,1,1,1,corporate,opted to pay,emergency medical bills,money market accounts,widowed,human capital,one-bedroom apartment,service and sales,no,0
9,1082,5,4,1,4,37,3,2,1,1,current,opted to pay,investments for future,high-yield savings accounts,married,real property,one-bedroom apartment,skilled trades and technical,no,0
18,1149,3,4,1,3,46,3,2,1,1,corporate,paid,investments for future,certificate of deposit,married,human capital,one-bedroom apartment,service and sales,no,0
15,1308,5,4,1,4,38,3,2,1,1,current,opted to pay,consolidating debt,high-yield savings accounts,married,real property,one-bedroom apartment,skilled trades and technical,no,0
20,6148,5,3,1,4,31,1,2,1,2,current,defaulted,weddings,individual retirement accounts,single,real property,one-bedroom apartment,service and sales,no,0
12,1736,4,3,1,4,31,3,1,1,1,corporate,opted to pay,travel and vacations,high-yield savings accounts,divorced,human capital,one-bedroom apartment,skilled trades and technical,no,0
12,3059,4,2,1,4,61,3,1,1,1,corporate,opted to pay,investments for future,certificate of deposit,widowed,human capital,one-bedroom apartment,skilled trades and technical,no,0
24,2996,3,2,1,4,20,3,1,1,1,savings,opted to pay,travel and vacations,savings account,single,real property,one-bedroom apartment,service and sales,no,1
30,7596,5,1,1,4,63,3,2,1,1,corporate,paid,weddings,savings account,married,real property,one-bedroom apartment,service and sales,no,0
30,4811,4,2,1,4,24,2,1,1,1,corporate,opted to pay,weddings,savings account,divorced,intellectual property,two or multi-bedroom apartment,skilled trades and technical,no,0
6,1766,3,1,1,2,21,3,1,1,1,corporate,opted to pay,travel and vacations,high-yield savings accounts,single,intellectual property,two or multi-bedroom apartment,service and sales,no,0
24,2760,5,4,1,4,36,1,1,1,2,current,opted to pay,weddings,savings account,married,financial assets,studio apartment,service and sales,no,0
24,5507,5,3,1,4,44,3,2,1,1,corporate,paid,consolidating debt,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,0
9,1199,4,4,1,4,67,3,2,1,2,current,opted to pay,home repairs,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,professional and managerial,no,0
24,2892,5,3,1,4,51,3,1,1,1,entrepreneur,opted to pay,travel and vacations,high-yield savings accounts,widowed,financial assets,studio apartment,service and sales,no,0
36,2862,5,4,1,3,30,3,1,1,1,current,partly paid,purchase a vehicle,individual retirement accounts,married,financial assets,studio apartment,service and sales,no,0
9,654,3,4,1,3,28,3,1,1,1,savings,opted to pay,purchase a vehicle,high-yield savings accounts,married,real property,one-bedroom apartment,skilled trades and technical,no,1
9,1136,5,4,1,3,32,3,2,2,1,current,paid,home repairs,certificate of deposit,married,financial assets,studio apartment,service and sales,no,1
24,4113,2,3,1,4,28,3,1,1,1,current,opted to pay,weddings,money market accounts,divorced,real property,two or multi-bedroom apartment,service and sales,no,1
6,14555,1,1,1,2,23,3,1,1,2,current,opted to pay,purchase a vehicle,savings account,married,intellectual property,one-bedroom apartment,manufacturing and production,no,1
15,950,5,4,1,3,33,3,2,2,1,savings,defaulted,purchase a vehicle,high-yield savings accounts,married,real property,two or multi-bedroom apartment,service and sales,no,1
24,1199,5,4,1,4,60,3,2,1,1,savings,paid,purchase a vehicle,high-yield savings accounts,married,real property,one-bedroom apartment,skilled trades and technical,no,1
12,1082,3,4,1,4,48,1,2,1,1,savings,defaulted,purchase a vehicle,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
